@@@ Acoustic log report, powered by DARTS (https://darts.citg.tudelft.nl/) @@@
@@@            Special edition for MUDE 2022-2023                          @@@
Well name: W4
depth(m)	 porosity(-)
2102.6400	    0.166882
2106.3500	    0.180600
2110.0600	    0.128478
2113.7700	    0.128650
2117.4800	    0.126059
2121.1900	    0.129904
2124.9000	    0.104416
2128.6100	    0.158520
2132.3200	    0.156215
2136.0300	    0.155504
2139.7400	    0.151096
2143.4500	    0.155001
2147.1600	    0.122142
2150.8700	    0.128180
2154.5800	    0.120462
2158.2900	    0.199126
2162.0000	    0.190238
2165.7100	    0.242376
2169.4200	    0.210604
2173.1300	    0.221107
2176.8400	    0.252799
2180.5500	    0.257985
2184.2600	    0.189598
2187.9700	    0.198613
2191.6800	    0.197689
2195.3900	    0.140988
2199.1000	    0.127869
2202.8100	    0.134775
2206.5200	    0.242287
2210.2300	    0.234542
2213.9400	    0.177414
2217.6500	    0.169599
2221.3600	    0.157426
2225.0700	    0.193106
2228.7800	    0.204331
2232.4900	    0.190272
2236.2000	    0.192317
2239.9100	    0.188892
2243.6200	    0.239977
2247.3300	    0.228528
2251.0400	    0.234330
2254.7500	    0.222976
2258.4600	    0.244809
2262.1700	    0.190119
2265.8800	    0.179679
2269.5900	    0.211162
2273.3000	    0.203120
2277.0100	    0.217115
2280.7200	    0.170109
2284.4300	    0.182033
