@@@ Acoustic log report, powered by DARTS (https://darts.citg.tudelft.nl/) @@@
@@@            Special edition for MUDE 2022-2023                          @@@
Well name: W1
depth(m)	 porosity(-)
1807.0000	    0.129715
1808.6765	    0.131809
1810.3531	    0.112533
1812.0296	    0.143692
1813.7061	    0.100571
1815.3827	    0.105046
1817.0592	    0.104443
1818.7357	    0.061040
1820.4122	    0.078257
1822.0888	    0.062799
1823.7653	    0.087245
1825.4418	    0.091018
1827.1184	    0.159333
1828.7949	    0.168546
1830.4714	    0.155832
1832.1480	    0.208567
1833.8245	    0.197237
1835.5010	    0.215419
1837.1776	    0.227306
1838.8541	    0.227979
1840.5306	    0.084839
1842.2071	    0.107942
1843.8837	    0.234359
1845.5602	    0.233715
1847.2367	    0.229442
1848.9133	    0.212889
1850.5898	    0.215167
1852.2663	    0.188918
1853.9429	    0.157584
1855.6194	    0.152554
1857.2959	    0.179204
1858.9724	    0.158574
1860.6490	    0.166250
1862.3255	    0.146197
1864.0020	    0.135126
1865.6786	    0.209418
1867.3551	    0.191603
1869.0316	    0.196045
1870.7082	    0.174742
1872.3847	    0.152519
1874.0612	    0.235209
1875.7378	    0.236228
1877.4143	    0.237363
1879.0908	    0.152400
1880.7673	    0.165482
1882.4439	    0.169546
1884.1204	    0.085729
1885.7969	    0.097872
1887.4735	    0.207331
1889.1500	    0.209106
